impacto_presupuestario_anio,impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,tipo_id,tipo_desc,clase_id,clase_desc,concepto_id,concepto_desc,subconcepto_id,subconcepto_desc,fuente_financiamiento_id,fuente_financiamiento_id_desc,clasificador_economico_8_digitos_id,clasificador_economico_8_digitos_desc,prestamo_externo_id,prestamo_externo_desc,recurso_inicial,recurso_vigente,recurso_ingresado_percibido,ultima_actualizacion_fecha
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90054200,FAPO GCP/ARG/029/GCF Apoyo para la Lucha contra la Deforestación y el Manejo Sostenible de los Bosques Nativos,"225,129803","225,129803",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90045200,PNUD ARG/19/003 GCF Preparación para el Proceso del Plan Nacional de Adaptació GCF,"0,004765","0,004765",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90071601,AFD Implementación del Plan Nacional de Adaptación y Mitigación al Cambio Climático (AFD),"1,4","1,4",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90046500,PNUD ARG/19/G24 Incorporación de la Conservación de la Biodiversidad y el Manejo Sostenible de las Tierras (MST),"206,036365","206,036365",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065401,Fortaleciendo el manejo ambientalmente racional de los residuos plásticos en Argentina bajo el Convenio de Basilea,"4,94495","4,94495",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90060301,PNUD ARG 21/G26 Apoyo a la Preparación del Cuarto Informe Bienal de Actualización de la República Argentina -IBA,"45,397625","45,397625",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90036900,CAF AF/AU/RIOU/G1 - Adaptación al cambio climático en ciudades y ecosistemas vulnerables costeros del Rìo Uruguay (ARG - URU),"90,925353","90,925353",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065501,Fortalecimiento de las capacidades para el manejo ambiental de los residuos de mercurio,"0,14495","0,14495",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90069801,Prep. Inf. Cbios Climat.,"31,963","31,963",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90036400,"PNUD ARG/14/G61 PM - Protección Capa de Ozono, Fortalecimiento Institucional","29,111055","29,111055",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90010202,BID GRT/FM-15083-AR-2 Medidas de eficiencia energética y energía renovable en la vivienda social (GEF 4861),"55,998418","55,998418",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90073101,Proyecto Ejecutivo para el Centro Ambiental y Cierre Técnico de BCA en Tornquist (AFD),"0,5","0,5",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90046800,"PNUD ARG/20/G27 GEF 10094 Gestión ambientalmente racional de contaminantes orgánicos persistentes, mercurio y otras sust pelig","315,92647","315,92647",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90044900,PNUD ARG/19/007 Apoyo a la Implementación de la Contribución Nacional (PAI-NDC / NDC Support),"82,821672","82,821672",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90073501,PNUD ARG/23/G61 Fortalecimiento institucional de la Oficina Programa Ozono,"10,1","10,1",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90037100,PNUD ARG/21/G28 Incorporación de los criterios de conservación de la biodiversidad en los programas y las políticas públicas sec,"96,912608","96,912608",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065001,CAF Fortalecimiento de la resiliencia comunitaria de las poblaciones rurales en las tierras secas del NEA frente al c,"0,0165","0,0165",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90045400,GEF 10391 GEF-7 -Inversiones bajas en carbono y conservación en ciudades argentinas,"345,406023","345,406023",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90060201,Apoyo a Gobiernos Locales en la Normativa de Mejora en la Gestión de Residuos para Reducción de GEI (PNUMA).,"11,77182","11,77182",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90073201,Fortalecimiento Institucional para el Acceso a Fondos Internacionales de la Acción Ambiental y Climática (AFD / EUROCLIMA),"0,5","0,5",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065201,Readiness eficiencia energética en edificios,"0,04495","0,04495",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065301,CAF Fortalecimiento de las capacidades nacionales para el manejo ambiental de los contaminantes emergentes y otras sust. peligr,"7,62495","7,62495",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90019300,FAO GCP/ARG/025/GFF GEF 5112 Fortalecimiento de la Gestión y Protección de la Biodiversidad Costero Marina,"61,947271","61,947271",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065101,Estrategia Nacional de Biodiversidad - Marco Mundial sobre Diversidad Biológica post 2020 (GEF 11023).,"9,645319","9,645319",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90052600,ECF G-2011-03977 Fortalecimiento en la Identificación de Marcos Regulatorios para la Investigación del,"24,01","24,01",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90067801,GEF 10960 - Fortalecimiento de las Capacidades para Mejorar el Monitoreo y la Presentación de Informes de la CNULD (GEF 10960).,"15,06","15,06",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90066901,BID - ATN/OC-19217-AR - Apoyo a la Emergencia Debida a Incendios Forestales en el Norte de Argentina,"37,663","37,663",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90052800,"Cooperación Institucional, Técnica y Científica para la Contribución de Políticas Públicas Ambientales / Argentina-Portugal (Fon","2,4","2,4",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90016501,GEF 9053 - Reducción de GEI de Residuos Orgánicos en la Agricultura y la Agroindustria,"3,3","3,3",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90064901,Gestión integral de tierras en sistemas forestales,"0,0165","0,0165",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90069901,Coop. Amb. Des. Sost.,"0,5","0,5",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90045100,PNUMA-UTA Iniciativa para la Transparencia en la Acción Climática Argentina (PNUMA-UTA),"6,1","6,1",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,22,Transferencias de capital,6,Transferencias de capital del sector externo,2,Transferencias de capital de organismos internacionales,0,Transferencias de capital de organismos internacionales,2.1,Transferencias Externas,12232000,De organismos internacionales,90036900,CAF AF/AU/RIOU/G1 - Adaptación al cambio climático en ciudades y ecosistemas vulnerables costeros del Rìo Uruguay (ARG - URU),"297,41","297,41",0,Última actualización del ejercicio 2024: 12 Abril 2024.
2024,1,2024,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,317,Ambiente,22,Transferencias de capital,6,Transferencias de capital del sector externo,2,Transferencias de capital de organismos internacionales,0,Transferencias de capital de organismos internacionales,2.1,Transferencias Externas,12232000,De organismos internacionales,90045400,GEF 10391 GEF-7 -Inversiones bajas en carbono y conservación en ciudades argentinas,"10,162","10,162",0,Última actualización del ejercicio 2024: 12 Abril 2024.
